# Energy / nm	Intensity / cm^2 per molecule	gaussian broadening, width = 0.05 eV
817.5403436336921	0.0
809.4820110443651	0.0
801.5809866629855	0.0
793.8327087506898	0.0
786.2327902595443	0.0
778.7770105496481	0.0
771.4613075730849	0.0
764.2817704943106	0.0
757.2346327188081	0.0
750.3162653038988	4e-323
743.5231707274901	2.75412e-318
736.851976992279	1.8594313425e-313
730.2994320445313	1.146003714302118e-308
723.8623984880252	6.447630068507573e-304
717.5378485751073	3.311482065593318e-299
711.3228594580613	1.5525761532464277e-294
705.2146086851387	6.644948570418246e-290
699.210369926674	2.59620238954737e-285
693.3075089176833	9.259630894173261e-281
687.5034796042636	3.0147896375584435e-276
681.7958204819474	8.960424009619408e-272
676.18215111495	2.4311307525095357e-267
670.6601688259674	6.021383407213341e-263
665.2276455468565	1.3614210291446968e-258
659.882424821146	2.809938640155803e-254
654.6224189499086	5.29431072838623e-250
649.4456062730574	9.106054096113443e-246
644.3500285786266	1.4297471309162875e-241
639.3337886330679	2.049257107775427e-237
634.3950478260113	2.6812781872101845e-233
629.5320239233536	3.202546975605377e-229
624.7429889229052	3.491864245148349e-225
620.0262670071727	3.4755809011417684e-221
615.3802325881849	3.1579529966966838e-217
610.8033084395678	2.619341536536725e-213
606.2939639113636	1.9832926698540308e-209
601.8507132233427	1.370849229484012e-205
597.4721138328183	8.649694851089665e-202
593.156764873191	4.982187746384033e-198
588.9033056596778	2.619676116750655e-194
584.7104142588719	1.2574285615606992e-190
580.5768061189809	5.509691083054887e-187
576.5012327577554	2.2038365778497105e-183
572.482480505297	8.047106201433711e-180
568.5193692990855	2.6823057934398926e-176
564.6107515287115	8.161783132926967e-173
560.7555109279375	2.2670965857483318e-169
556.9525615118455	5.748614731588542e-166
553.2008465569376	1.3306523115218571e-162
549.4993376221855	2.8117337288631004e-159
545.8470336091184	5.423654262957107e-156
542.2429598591466	9.550321950519234e-153
538.6861672864126	1.5351550165760487e-149
535.1757315445457	2.2526549227387107e-146
531.710752225788	3.0174863187485316e-143
528.2903520910293	3.689811324494056e-140
524.9136763293712	4.118804872335768e-137
521.5798918459082	4.197072631366739e-134
518.2881865764753	3.904181152170558e-131
515.037768828182	3.315290925060358e-128
511.82786664460775	2.5699314418591894e-125
508.65772719458516	1.8185683958886112e-122
505.526616183561	1.1747513415333936e-119
502.43381728656294	6.92740324226756e-117
499.37863160185566	3.7290928427408866e-114
496.36037712440776	1.8325006284156825e-111
493.37838823834005	8.220406179793802e-109
490.43201522755925	3.366283051577546e-106
487.5206238038216	1.2583927068748571e-103
484.6435946515076	4.2942760947218165e-101
481.80032298842036	1.3377407072008152e-98
478.9902181419543	3.804189397269999e-96
476.21270314000884	9.875532611384874e-94
473.46721431605465	2.3402762906507995e-91
470.75320092778117	5.062697127310096e-89
468.07012478878664	9.997812078390313e-87
465.41745991279134	1.8023378393125897e-84
462.794692169881	2.9660306906053165e-82
460.2013189543072	4.4557753753734624e-80
457.63684886339655	6.110533737028417e-78
455.10080138713397	7.649679011014825e-76
452.59270660801207	8.742094293168132e-74
450.11210491075	9.12002375699577e-72
447.6585467015069	8.685296746770443e-70
445.2315921362286	7.550601704812021e-68
442.83081085778275	5.992205112861629e-66
440.45578174155423	4.3411019821716446e-64
438.10609264918196	2.8709228032349483e-62
435.78134019013726	1.7332102542410808e-60
433.48112949085277	9.551887381639461e-59
431.20507397112505	4.8054641944234784e-57
428.9527951275237	2.2069358350180527e-55
426.7239223235542	9.252354753094458e-54
424.5180925863278	3.5409765795308125e-52
422.3349504095061	1.237092121615215e-50
420.1741475622946	3.945383614517158e-49
418.0353429042696	1.1486418638520584e-47
415.9182022058326	3.052729007623303e-46
413.8223979740924	7.406279113276684e-45
411.7476092839854	1.6402879894292877e-43
409.69352161445096	3.3162582513947856e-42
407.65982668948567	6.120470244816331e-41
405.64622232390866	1.0311680467670489e-39
403.6524122736751	1.5859237812913637e-38
401.6781060905827	2.2266060499616086e-37
399.72301898122106	2.8537285928683148e-36
397.7868716700207	3.338798096360636e-35
395.8693902662625	3.5659549838889712e-34
393.9703061349157	3.476720387002206e-33
392.0893557711753	3.094367426304962e-32
390.2262806785766	2.514098018922091e-31
388.3808272505685	1.864664658454259e-30
386.5527466554309	1.2624886487500394e-29
384.7417947244275	7.803014843059817e-29
382.9477318430873	4.402563135436975e-28
381.1703228455142	2.267550464347234e-27
379.40933691162627	1.0661456469690036e-26
377.66454746723	4.575982170803013e-26
375.93573208683983	1.7929175483363857e-25
